date,away_team,away_pitcher,away_score,home_score,home_win,home_team,home_pitcher,away_pitcher_games,home_pitcher_games,closing_total,away_ml_percent,home_ml_odds_percent
4/15/19,Kansas City Royals,H FILLMYER,4,5,W,Chicago White Sox,E SANTANA,1,0,9.5,48.9,52.8
4/15/19,Cincinnati Reds,L CASTILLO,3,4,W,Los Angeles Dodgers,C KERSHAW,28,16,7.5,36.7,65.0
4/15/19,Chicago Cubs,Y DARVISH,7,2,L,Miami Marlins,T RICHARDS,27,11,8,56.2,45.5
4/15/19,St Louis Cardinals,DAK HUDSON,7,10,W,Milwaukee Brewers,F PERALTA,30,2,9.5,44.1,57.6
4/15/19,Toronto Blue Jays,M SHOEMAKER,5,3,L,Minnesota Twins,M PEREZ,1,15,8.5,47.6,54.1
4/15/19,New York Mets,N SYNDERGAARD,7,6,L,Philadelphia Phillies,A NOLA,28,16,7,48.6,53.1
4/15/19,Colorado Rockies,A SENZATELA,5,2,L,San Diego Padres,J LUCCHESI,24,13,7.5,40.2,61.5
4/15/19,Cleveland Indians,T BAUER,6,4,L,Seattle Mariners,Y KIKUCHI,30,13,7,52.4,49.3
4/15/19,Los Angeles Angels,T CAHILL,7,12,W,Texas Rangers,S MILLER,6,2,10.5,54.1,47.6
4/16/19,Arizona Diamondbacks,R RAY,9,6,L,Atlanta Braves,M FRIED,29,12,8.5,45.2,56.5
4/16/19,Kansas City Royals,J LOPEZ,1,5,W,Chicago White Sox,RE LOPEZ,14,13,9,48.4,53.3
4/16/19,Pittsburgh Pirates,J MUSGROVE,5,3,L,Detroit Tigers,M BOYD,28,13,7.5,49.8,51.9
4/16/19,Cincinnati Reds,T MAHLE,1,6,W,Los Angeles Dodgers,K MAEDA,22,10,8.5,39.3,62.4
4/16/19,Chicago Cubs,J QUINTANA,4,0,L,Miami Marlins,P LOPEZ,28,9,8,55.0,46.7
4/16/19,St Louis Cardinals,J FLAHERTY,4,8,W,Milwaukee Brewers,B WOODRUFF,29,10,8.5,47.2,54.5
4/16/19,Toronto Blue Jays,AA SANCHEZ,6,5,L,Minnesota Twins,K GIBSON,23,15,9,41.5,60.2
4/16/19,Boston Red Sox,C SALE,0,8,W,New York Yankees,J PAXTON,21,14,8.5,50.7,51.0
4/16/19,Houston Astros,C MCHUGH,9,1,L,Oakland Athletics,M ESTRADA,4,0,9,60.4,41.3
4/16/19,New York Mets,S MATZ,3,14,W,Philadelphia Phillies,N PIVETTA,25,5,9,48.4,53.3
4/16/19,Colorado Rockies,J GRAY,8,2,L,San Diego Padres,N MARGEVICIUS,21,5,7,50.0,51.7
4/16/19,Cleveland Indians,S BIEBER,4,2,L,Seattle Mariners,M LEAKE,30,13,7.5,56.9,44.8
4/16/19,Baltimore Orioles,D BUNDY,2,4,W,Tampa Bay Rays,T GLASNOW,26,4,8,32.0,69.7
4/16/19,Los Angeles Angels,J BARRIA,0,5,W,Texas Rangers,M MINOR,13,12,10,48.6,53.1
4/16/19,San Francisco Giants,D RODRIGUEZ,7,3,L,Washington Nationals,S STRASBURG,12,12,8,37.2,64.5
4/17/19,Arizona Diamondbacks,Z GODLEY,3,2,L,Atlanta Braves,K GAUSMAN,5,6,9,38.7,63.0
4/17/19,Kansas City Royals,B KELLER,4,3,L,Chicago White Sox,L GIOLITO,23,13,8.5,53.2,48.5
4/17/19,Pittsburgh Pirates,T WILLIAMS,3,2,L,Detroit Tigers,S TURNBULL,22,13,8.5,51.2,50.5
4/17/19,Cincinnati Reds,S GRAY,2,3,W,Los Angeles Dodgers,W BUEHLER,27,13,8,37.5,64.2
4/17/19,Chicago Cubs,C HAMELS,6,0,L,Miami Marlins,S ALCANTARA,23,12,8,60.5,41.2
4/17/19,St Louis Cardinals,M WACHA,6,3,L,Milwaukee Brewers,C BURNES,20,0,10,45.4,56.3
4/17/19,Toronto Blue Jays,T THORNTON,1,4,W,Minnesota Twins,J ODORIZZI,25,14,8.5,40.5,61.2
4/17/19,Boston Red Sox,N EOVALDI,3,5,W,New York Yankees,J HAPP,8,13,9,49.1,52.6
4/17/19,Houston Astros,W MILEY,1,2,W,Oakland Athletics,F MONTAS,28,5,8.5,47.8,53.9
4/17/19,New York Mets,Z WHEELER,2,3,W,Philadelphia Phillies,J ARRIETA,27,8,8.5,48.9,52.8
4/17/19,Cleveland Indians,C CARRASCO,1,0,L,Seattle Mariners,E SWANSON,8,3,7.5,55.8,45.9
4/17/19,Baltimore Orioles,D HESS,1,8,W,Tampa Bay Rays,R STANEK,10,11,8,31.6,70.1
4/17/19,Los Angeles Angels,M HARVEY,4,5,W,Texas Rangers,L LYNN,7,14,10.5,45.6,56.1
4/17/19,San Francisco Giants,J SAMARDZIJA,6,9,W,Washington Nationals,J HELLICKSON,28,3,8.5,43.0,58.7
4/18/19,Arizona Diamondbacks,L WEAVER,4,1,L,Atlanta Braves,M SOROKA,8,12,9,40.0,61.7
4/18/19,Philadelphia Phillies,Z EFLIN,2,6,W,Colorado Rockies,K FREELAND,24,8,10.5,47.8,53.9
4/18/19,Chicago White Sox,I NOVA,7,9,W,Detroit Tigers,T ROSS,28,1,9,50.5,51.2
4/18/19,Seattle Mariners,F HERNANDEZ,11,10,L,Los Angeles Angels,C STRATTON,11,1,10,48.2,53.5
4/18/19,Los Angeles Dodgers,J URIAS,3,1,L,Milwaukee Brewers,Z DAVIES,4,13,9.5,52.4,49.3
4/18/19,Toronto Blue Jays,C BUCHHOLZ,7,4,L,Minnesota Twins,M PINEDA,10,10,8.5,38.1,63.6
4/18/19,Kansas City Royals,H BAILEY,6,1,L,New York Yankees,D GERMAN,24,7,9,35.4,66.3
4/18/19,Cincinnati Reds,T ROARK,4,1,L,San Diego Padres,C PADDACK,27,9,7,38.6,63.1
4/18/19,Baltimore Orioles,A CASHNER,6,5,L,Tampa Bay Rays,H WOOD,18,1,8.5,31.0,70.7
4/18/19,San Francisco Giants,D POMERANZ,2,4,W,Washington Nationals,P CORBIN,14,13,7.5,35.9,65.8
4/19/19,Arizona Diamondbacks,M KELLY,1,5,W,Chicago Cubs,K HENDRICKS,28,12,6.5,38.7,63.0
4/19/19,Philadelphia Phillies,V VELASQUEZ,3,4,W,Colorado Rockies,G MARQUEZ,20,11,10.5,42.5,59.2
4/19/19,Chicago White Sox,C RODON,7,3,L,Detroit Tigers,J ZIMMERMANN,2,10,8.5,50.0,51.7
4/19/19,Seattle Mariners,M GONZALES,5,3,L,Los Angeles Angels,F PENA,28,2,9,46.5,55.2
4/19/19,Washington Nationals,A SANCHEZ,2,3,W,Miami Marlins,CA SMITH,27,10,7.5,54.3,47.4
4/19/19,Los Angeles Dodgers,R STRIPLING,5,3,L,Milwaukee Brewers,J CHACIN,10,10,9.5,52.9,48.8
4/19/19,Kansas City Royals,J JUNIS,2,6,W,New York Yankees,C SABATHIA,26,9,8.5,41.4,60.3
4/19/19,Toronto Blue Jays,M STROMAN,5,1,L,Oakland Athletics,A BROOKS,27,7,8,45.4,56.3
4/19/19,San Francisco Giants,M BUMGARNER,1,4,W,Pittsburgh Pirates,J LYLES,29,12,7,53.2,48.5
4/19/19,Cincinnati Reds,A DESCLAFANI,3,2,L,San Diego Padres,M STRAHM,26,5,8,46.3,55.4
4/19/19,New York Mets,J VARGAS,5,4,L,St Louis Cardinals,A WAINWRIGHT,25,15,9,42.0,59.7
4/19/19,Boston Red Sox,E RODRIGUEZ,6,4,L,Tampa Bay Rays,R STANEK,28,10,8,52.9,48.8
4/19/19,Houston Astros,J VERLANDER,7,2,L,Texas Rangers,D SMYLY,30,9,9.5,67.8,33.9
4/20/19,Minnesota Twins,J BERRIOS,6,5,L,Baltimore Orioles,D STRAILY,28,3,10,65.3,36.4
4/20/19,Minnesota Twins,M PEREZ,16,7,L,Baltimore Orioles,A COBB,27,0,10,57.3,44.4
4/20/19,Arizona Diamondbacks,Z GREINKE,6,0,L,Chicago Cubs,Y DARVISH,29,13,7,44.8,56.9
4/20/19,Atlanta Braves,T TOUSSAINT,8,7,L,Cleveland Indians,T BAUER,0,14,8,40.3,61.4
4/20/19,Atlanta Braves,J TEHERAN,4,8,W,Cleveland Indians,C KLUBER,28,0,8.5,44.8,56.9
4/20/19,Philadelphia Phillies,A NOLA,8,5,L,Colorado Rockies,A SENZATELA,29,11,11,58.0,43.7
4/20/19,Seattle Mariners,Y KIKUCHI,6,5,L,Los Angeles Angels,T CAHILL,26,2,9,47.8,53.9
4/20/19,Washington Nationals,M SCHERZER,3,9,W,Miami Marlins,J URENA,24,3,7,70.7,31.0
4/20/19,Los Angeles Dodgers,H RYU,0,5,W,Milwaukee Brewers,C ANDERSON,26,13,9,54.8,46.9
4/20/19,Kansas City Royals,H FILLMYER,2,9,W,New York Yankees,M TANAKA,0,13,8.5,30.7,71.0
4/20/19,Toronto Blue Jays,M SHOEMAKER,10,1,L,Oakland Athletics,M FIERS,0,13,8,43.2,58.5
4/20/19,Cincinnati Reds,L CASTILLO,4,2,L,San Diego Padres,E LAUER,27,11,7,51.0,50.7
4/20/19,New York Mets,C FLEXEN,2,10,W,St Louis Cardinals,M MIKOLAS,0,13,9,43.4,58.3
4/20/19,Boston Red Sox,R PORCELLO,6,5,L,Tampa Bay Rays,C MORTON,27,15,8,43.2,58.5
4/20/19,Houston Astros,G COLE,4,9,W,Texas Rangers,A SAMPSON,30,6,10,71.1,30.6
4/21/19,Minnesota Twins,K GIBSON,4,3,L,Baltimore Orioles,D BUNDY,25,14,9,59.5,42.2
4/21/19,Arizona Diamondbacks,R RAY,1,2,W,Chicago Cubs,T CHATWOOD,28,3,9.5,50.0,51.7
4/21/19,Atlanta Braves,M FRIED,11,5,L,Cleveland Indians,S BIEBER,25,16,8,50.2,51.5
4/21/19,Philadelphia Phillies,J EICKHOFF,1,4,W,Colorado Rockies,J GRAY,9,10,11,41.4,60.3
4/21/19,Chicago White Sox,RE LOPEZ,3,4,W,Detroit Tigers,D NORRIS,28,11,9,49.5,52.2
4/21/19,Seattle Mariners,M LEAKE,6,8,W,Los Angeles Angels,J BARRIA,25,4,9.5,48.2,53.5
4/21/19,Washington Nationals,S STRASBURG,5,0,L,Miami Marlins,T RICHARDS,29,10,7,60.5,41.2
4/21/19,Los Angeles Dodgers,C KERSHAW,6,5,L,Milwaukee Brewers,B WOODRUFF,27,9,8,55.6,46.1
4/21/19,Kansas City Royals,J LOPEZ,6,7,W,New York Yankees,J PAXTON,13,13,7.5,34.5,67.2
4/21/19,Toronto Blue Jays,AA SANCHEZ,5,4,L,Oakland Athletics,B ANDERSON,22,12,8,43.0,58.7
4/21/19,San Francisco Giants,D RODRIGUEZ,3,2,L,Pittsburgh Pirates,C ARCHER,11,9,7,42.7,59.0
4/21/19,Cincinnati Reds,T MAHLE,3,4,W,San Diego Padres,J LUCCHESI,21,12,7.5,40.2,61.5
4/21/19,New York Mets,N SYNDERGAARD,4,6,W,St Louis Cardinals,DAK HUDSON,27,16,9,56.9,44.8
4/21/19,Boston Red Sox,D PRICE,4,3,L,Tampa Bay Rays,T GLASNOW,18,3,7.5,48.6,53.1
4/21/19,Houston Astros,C MCHUGH,10,11,W,Texas Rangers,S MILLER,3,1,10.5,64.7,37.0
4/22/19,Chicago White Sox,M BANUELOS,12,2,L,Baltimore Orioles,D HESS,7,4,9.5,55.2,46.5
4/22/19,Washington Nationals,J HELLICKSON,5,7,W,Colorado Rockies,T ANDERSON,5,3,11,47.4,54.3
4/22/19,Minnesota Twins,J ODORIZZI,9,5,L,Houston Astros,B PEACOCK,26,7,9.5,38.9,62.8
4/22/19,New York Yankees,J HAPP,4,3,L,Los Angeles Angels,M HARVEY,25,4,8.5,47.6,54.1
4/22/19,Philadelphia Phillies,J ARRIETA,1,5,W,New York Mets,S MATZ,19,13,8.5,49.8,51.9
4/22/19,Texas Rangers,M MINOR,1,6,W,Oakland Athletics,C BASSITT,27,10,8.5,42.0,59.7
4/22/19,Arizona Diamondbacks,Z GODLEY,12,4,L,Pittsburgh Pirates,J MUSGROVE,4,14,7.5,44.6,57.1
4/22/19,Milwaukee Brewers,A HOUSER,5,13,W,St Louis Cardinals,J FLAHERTY,17,13,8.5,42.5,59.2
4/22/19,Kansas City Royals,B KELLER,3,6,W,Tampa Bay Rays,Y CHIRINOS,22,8,7.5,38.5,63.2
4/23/19,Chicago White Sox,I NOVA,1,9,W,Baltimore Orioles,A CASHNER,27,9,10,56.7,45.0
4/23/19,Detroit Tigers,S TURNBULL,4,2,L,Boston Red Sox,H VELAZQUEZ,25,3,9.5,38.5,63.2
4/23/19,Detroit Tigers,M BOYD,7,4,L,Boston Red Sox,C SALE,26,10,7.5,34.2,67.5
4/23/19,Los Angeles Dodgers,K MAEDA,2,7,W,Chicago Cubs,J QUINTANA,21,14,8,49.3,52.4
4/23/19,Atlanta Braves,K GAUSMAN,6,7,W,Cincinnati Reds,S GRAY,13,13,9.5,52.7,49.0
4/23/19,Miami Marlins,P LOPEZ,3,1,L,Cleveland Indians,C CARRASCO,16,4,7.5,31.8,69.9
4/23/19,Washington Nationals,P CORBIN,6,3,L,Colorado Rockies,J HOFFMAN,29,8,11,60.5,41.2
4/23/19,Minnesota Twins,M PINEDA,4,10,W,Houston Astros,W MILEY,21,13,9.5,42.0,59.7
4/23/19,New York Yankees,D GERMAN,7,5,L,Los Angeles Angels,C STRATTON,19,0,8.5,50.2,51.5
4/23/19,Philadelphia Phillies,Z EFLIN,0,9,W,New York Mets,Z WHEELER,23,13,8.5,45.4,56.3
4/23/19,Texas Rangers,L LYNN,5,11,W,Oakland Athletics,F MONTAS,28,4,8.5,43.0,58.7
4/23/19,Arizona Diamondbacks,L WEAVER,2,1,L,Pittsburgh Pirates,T WILLIAMS,7,10,8,51.0,50.7
4/23/19,Seattle Mariners,E SWANSON,3,6,W,San Diego Padres,N MARGEVICIUS,6,4,8,45.0,56.7
4/23/19,Milwaukee Brewers,Z DAVIES,3,4,W,St Louis Cardinals,D PONCE DE LEON,26,4,9,46.9,54.8
4/23/19,Kansas City Royals,H BAILEY,2,5,W,Tampa Bay Rays,R STANEK,23,9,8,37.3,64.4
4/23/19,San Francisco Giants,J SAMARDZIJA,7,6,L,Toronto Blue Jays,T THORNTON,27,10,8.5,50.0,51.7
4/24/19,Chicago White Sox,E SANTANA,3,4,W,Baltimore Orioles,J MEANS,0,14,9.5,46.7,55.0
4/24/19,Detroit Tigers,T ROSS,4,11,W,Boston Red Sox,E RODRIGUEZ,2,13,9.5,33.5,68.2
4/24/19,Los Angeles Dodgers,W BUEHLER,6,7,W,Chicago Cubs,C HAMELS,26,11,8,53.6,48.1
4/24/19,Atlanta Braves,M SOROKA,3,1,L,Cincinnati Reds,T ROARK,28,14,9.5,52.9,48.8
4/24/19,Miami Marlins,S ALCANTARA,2,6,W,Cleveland Indians,J RODRIGUEZ,25,3,9,40.5,61.2
4/24/19,Washington Nationals,A SANCHEZ,5,9,W,Colorado Rockies,G MARQUEZ,26,10,10.5,39.0,62.7
4/24/19,Minnesota Twins,K STEWART,1,7,W,Houston Astros,J VERLANDER,1,16,9,31.6,70.1
4/24/19,New York Yankees,C SABATHIA,6,5,L,Los Angeles Angels,C BEDROSIAN,19,2,8,53.2,48.5
4/24/19,Philadelphia Phillies,V VELASQUEZ,6,0,L,New York Mets,J VARGAS,19,13,9,56.9,44.8
4/24/19,Texas Rangers,K DOWDY,5,6,W,Oakland Athletics,A BROOKS,0,6,9.5,42.0,59.7
4/24/19,Arizona Diamondbacks,M KELLY,11,2,L,Pittsburgh Pirates,J LYLES,27,11,8,49.5,52.2
4/24/19,Seattle Mariners,F HERNANDEZ,0,1,W,San Diego Padres,C PADDACK,10,8,8.5,38.9,62.8
4/24/19,Milwaukee Brewers,J CHACIN,2,5,W,St Louis Cardinals,A WAINWRIGHT,18,14,8,45.6,56.1
4/24/19,Kansas City Royals,J JUNIS,10,2,L,Tampa Bay Rays,B SNELL,25,8,7,33.5,68.2
4/24/19,San Francisco Giants,D POMERANZ,4,0,L,Toronto Blue Jays,C BUCHHOLZ,13,4,8.5,54.3,47.4
4/25/19,Detroit Tigers,J ZIMMERMANN,3,7,W,Boston Red Sox,R PORCELLO,17,16,9.5,32.3,69.4
4/25/19,Los Angeles Dodgers,R STRIPLING,2,1,L,Chicago Cubs,J LESTER,9,14,8.5,55.2,46.5
4/25/19,Atlanta Braves,J TEHERAN,2,4,W,Cincinnati Reds,L CASTILLO,27,16,9,43.5,58.2
4/25/19,Cleveland Indians,T BAUER,2,1,L,Houston Astros,G COLE,28,17,7.5,41.1,60.6
4/25/19,New York Yankees,M TANAKA,5,11,W,Los Angeles Angels,T CAHILL,25,1,8,52.7,49.0
4/25/19,Miami Marlins,CA SMITH,3,1,L,Philadelphia Phillies,A NOLA,23,15,7.5,35.8,65.9
4/25/19,Arizona Diamondbacks,Z GREINKE,5,0,L,Pittsburgh Pirates,J TAILLON,28,0,6.5,50.0,51.7
4/25/19,Texas Rangers,T HEARN,2,14,W,Seattle Mariners,M GONZALES,0,12,8.5,43.5,58.2
4/26/19,Chicago Cubs,K HENDRICKS,3,8,W,Arizona Diamondbacks,R RAY,25,11,9,50.7,51.0
4/26/19,Colorado Rockies,A SENZATELA,8,4,L,Atlanta Braves,M FRIED,22,11,8.5,41.2,60.5
4/26/19,Detroit Tigers,D NORRIS,11,12,W,Chicago White Sox,C RODON,27,1,9,44.8,56.9
4/26/19,Cleveland Indians,C KLUBER,6,3,L,Houston Astros,C MCHUGH,1,1,9,46.5,55.2
4/26/19,Los Angeles Angels,T SKAGGS,5,1,L,Kansas City Royals,D DUFFY,11,13,9,50.5,51.2
4/26/19,Pittsburgh Pirates,C ARCHER,2,6,W,Los Angeles Dodgers,H RYU,18,11,7.5,38.1,63.6
4/26/19,Baltimore Orioles,A COBB,1,6,W,Minnesota Twins,M PEREZ,0,14,9.5,37.3,64.4
4/26/19,Milwaukee Brewers,C ANDERSON,10,2,L,New York Mets,J DEGROM,25,15,7,39.2,62.5
4/26/19,Miami Marlins,J URENA,0,4,W,Philadelphia Phillies,J EICKHOFF,7,5,8.5,38.7,63.0
4/26/19,New York Yankees,J PAXTON,7,3,L,San Francisco Giants,M BUMGARNER,24,16,6,52.4,49.3
4/26/19,Texas Rangers,S MILLER,4,5,W,Seattle Mariners,Y KIKUCHI,3,12,9,44.1,57.6
4/26/19,Cincinnati Reds,A DESCLAFANI,12,1,L,St Louis Cardinals,M MIKOLAS,25,12,8,42.4,59.3
4/26/19,Oakland Athletics,M FIERS,2,4,W,Toronto Blue Jays,M STROMAN,25,14,9,46.3,55.4
4/26/19,San Diego Padres,M STRAHM,4,3,L,Washington Nationals,M SCHERZER,11,13,7,34.4,67.3
4/27/19,Chicago Cubs,Y DARVISH,9,1,L,Arizona Diamondbacks,Z GODLEY,25,3,10.5,48.6,53.1
4/27/19,Colorado Rockies,J GRAY,9,5,L,Atlanta Braves,M FOLTYNEWICZ,19,10,8.5,49.3,52.4
4/27/19,Tampa Bay Rays,C MORTON,2,1,L,Boston Red Sox,D PRICE,29,6,9,45.2,56.5
4/27/19,Cleveland Indians,S BIEBER,3,4,W,Houston Astros,B PEACOCK,28,6,9,41.7,60.0
4/27/19,Los Angeles Angels,C BEDROSIAN,4,9,W,Kansas City Royals,J LOPEZ,5,4,9,53.2,48.5
4/27/19,Pittsburgh Pirates,J MUSGROVE,1,3,W,Los Angeles Dodgers,C KERSHAW,26,15,7.5,34.4,67.3
4/27/19,Baltimore Orioles,D STRAILY,2,9,W,Minnesota Twins,J BERRIOS,4,12,8.5,30.8,70.9
4/27/19,Milwaukee Brewers,B WOODRUFF,8,6,L,New York Mets,N SYNDERGAARD,17,15,7.5,45.9,55.8
4/27/19,Miami Marlins,T RICHARDS,9,12,W,Philadelphia Phillies,J ARRIETA,17,7,8,36.2,65.5
4/27/19,New York Yankees,J HAPP,6,4,L,San Francisco Giants,D HOLLAND,24,0,7,50.5,51.2
4/27/19,Texas Rangers,M MINOR,15,1,L,Seattle Mariners,M LEAKE,26,12,8,51.5,50.2
4/27/19,Cincinnati Reds,T MAHLE,3,6,W,St Louis Cardinals,DAK HUDSON,20,15,9,47.6,54.1
4/27/19,Oakland Athletics,B ANDERSON,1,7,W,Toronto Blue Jays,AA SANCHEZ,25,11,9,51.2,50.5
4/27/19,San Diego Padres,E LAUER,8,3,L,Washington Nationals,S STRASBURG,23,11,8.5,39.9,61.8
4/28/19,Chicago Cubs,J QUINTANA,6,5,L,Arizona Diamondbacks,L WEAVER,26,2,8.5,51.7,50.0
4/28/19,Colorado Rockies,T ANDERSON,7,8,W,Atlanta Braves,K GAUSMAN,5,5,9.5,39.9,61.8
4/28/19,Tampa Bay Rays,T GLASNOW,5,2,L,Boston Red Sox,C SALE,7,9,8,44.3,57.4
4/28/19,Detroit Tigers,M BOYD,1,4,W,Chicago White Sox,RE LOPEZ,25,12,8,53.4,48.3
4/28/19,Cleveland Indians,C CARRASCO,1,4,W,Houston Astros,W MILEY,6,12,8.5,49.5,52.2
4/28/19,Los Angeles Angels,M HARVEY,7,3,L,Kansas City Royals,H BAILEY,5,11,9.5,51.9,49.8
4/28/19,Pittsburgh Pirates,T WILLIAMS,6,7,W,Los Angeles Dodgers,R HILL,20,5,8,36.8,64.9
4/28/19,Baltimore Orioles,D BUNDY,1,4,W,Minnesota Twins,K GIBSON,24,14,8.5,34.3,67.4
4/28/19,Milwaukee Brewers,G GONZALEZ,2,5,W,New York Mets,S MATZ,16,12,8,47.4,54.3
4/28/19,Miami Marlins,P LOPEZ,1,5,W,Philadelphia Phillies,Z EFLIN,15,11,7.5,39.2,62.5
4/28/19,New York Yankees,D GERMAN,11,5,L,San Francisco Giants,D RODRIGUEZ,18,3,7.5,55.4,46.3
4/28/19,Texas Rangers,L LYNN,14,1,L,Seattle Mariners,E SWANSON,27,2,8.5,46.1,55.6
4/28/19,Cincinnati Reds,S GRAY,2,5,W,St Louis Cardinals,J FLAHERTY,25,12,7.5,43.4,58.3
4/28/19,Oakland Athletics,C BASSITT,4,5,W,Toronto Blue Jays,T THORNTON,23,9,9.5,54.8,46.9
4/28/19,San Diego Padres,J LUCCHESI,6,7,W,Washington Nationals,J HELLICKSON,24,2,8.5,55.0,46.7
4/29/19,San Diego Padres,N MARGEVICIUS,1,3,W,Atlanta Braves,M SOROKA,6,11,9,40.2,61.5
4/29/19,Oakland Athletics,F MONTAS,4,9,W,Boston Red Sox,E RODRIGUEZ,10,12,9,44.6,57.1
4/29/19,Baltimore Orioles,J MEANS,3,5,W,Chicago White Sox,M BANUELOS,23,4,8.5,46.1,55.6
4/29/19,Tampa Bay Rays,R STANEK,8,5,L,Kansas City Royals,B KELLER,20,7,8.5,60.5,41.2
4/29/19,Colorado Rockies,K FREELAND,1,5,W,Milwaukee Brewers,Z DAVIES,16,12,8.5,50.7,51.0
4/29/19,Houston Astros,J VERLANDER,0,1,W,Minnesota Twins,J ODORIZZI,28,13,8,62.6,39.1
4/29/19,Cincinnati Reds,T ROARK,5,4,L,New York Mets,Z WHEELER,25,12,7.5,40.9,60.8
4/29/19,Los Angeles Dodgers,K MAEDA,2,3,W,San Francisco Giants,J SAMARDZIJA,20,13,8,59.0,42.7
4/29/19,St Louis Cardinals,M WACHA,6,3,L,Washington Nationals,P CORBIN,19,12,8.5,45.4,56.3
4/30/19,New York Yankees,C SABATHIA,1,3,W,Arizona Diamondbacks,Z GREINKE,18,12,8,43.0,58.7
4/30/19,San Diego Padres,C PADDACK,4,3,L,Atlanta Braves,J TEHERAN,20,13,8.5,49.5,52.2
4/30/19,Oakland Athletics,A BROOKS,1,5,W,Boston Red Sox,R PORCELLO,12,15,10,39.2,62.5
4/30/19,Toronto Blue Jays,C BUCHHOLZ,3,4,W,Los Angeles Angels,G CANNING,8,9,9,42.2,59.5
4/30/19,Cleveland Indians,T BAUER,7,4,L,Miami Marlins,S ALCANTARA,27,11,7,65.7,36.0
4/30/19,Colorado Rockies,G MARQUEZ,3,4,W,Milwaukee Brewers,J CHACIN,21,9,8,51.7,50.0
4/30/19,Houston Astros,G COLE,11,0,L,Minnesota Twins,M PINEDA,28,9,7.5,61.0,40.7
4/30/19,Cincinnati Reds,L CASTILLO,3,4,W,New York Mets,J VARGAS,25,12,7.5,51.2,50.5
4/30/19,Detroit Tigers,S TURNBULL,3,1,L,Philadelphia Phillies,V VELASQUEZ,24,6,8.5,35.6,66.1
4/30/19,Los Angeles Dodgers,W BUEHLER,10,3,L,San Francisco Giants,D POMERANZ,25,6,7,58.8,42.9
4/30/19,Chicago Cubs,C HAMELS,6,5,L,Seattle Mariners,F HERNANDEZ,21,3,9,56.5,45.2
4/30/19,Pittsburgh Pirates,J LYLES,6,4,L,Texas Rangers,A SAMPSON,23,5,11,50.0,51.7
4/30/19,St Louis Cardinals,A WAINWRIGHT,3,2,L,Washington Nationals,A SANCHEZ,26,13,9.5,52.7,49.0
5/1/19,New York Yankees,M TANAKA,2,3,W,Arizona Diamondbacks,M KELLY,24,13,8,52.7,49.0
5/1/19,San Diego Padres,C QUANTRILL,1,5,W,Atlanta Braves,M FRIED,17,10,9,43.4,58.3
5/1/19,Oakland Athletics,M FIERS,3,7,W,Boston Red Sox,H VELAZQUEZ,24,2,9.5,45.0,56.7
5/1/19,Baltimore Orioles,D HESS,5,4,L,Chicago White Sox,C RODON,8,0,9,37.8,63.9
5/1/19,Baltimore Orioles,A CASHNER,6,7,W,Chicago White Sox,I NOVA,16,11,9,43.4,58.3
5/1/19,Tampa Bay Rays,R STANEK,2,3,W,Kansas City Royals,J JUNIS,19,13,8.5,56.9,44.8
5/1/19,Tampa Bay Rays,B SNELL,2,8,W,Kansas City Royals,G SPARKMAN,18,9,8,68.8,32.9
5/1/19,Toronto Blue Jays,M STROMAN,3,6,W,Los Angeles Angels,L BARD,25,0,8.5,49.5,52.2
5/1/19,Cleveland Indians,C KLUBER,2,4,W,Miami Marlins,CA SMITH,0,9,6.5,54.5,47.2
5/1/19,Colorado Rockies,A SENZATELA,11,4,L,Milwaukee Brewers,J BARNES,21,0,8.5,42.9,58.8
5/1/19,Houston Astros,C MCHUGH,2,6,W,Minnesota Twins,M PEREZ,1,13,9,58.6,43.1
5/1/19,Cincinnati Reds,A DESCLAFANI,1,0,L,New York Mets,J DEGROM,24,14,7,36.1,65.6
5/1/19,Detroit Tigers,D NORRIS,3,7,W,Philadelphia Phillies,A NOLA,26,14,8,31.2,70.5
5/1/19,Los Angeles Dodgers,H RYU,1,2,W,San Francisco Giants,M BUMGARNER,24,15,7,56.2,45.5
5/1/19,Chicago Cubs,J LESTER,11,0,L,Seattle Mariners,M GONZALES,26,11,9,50.7,51.0
5/1/19,Pittsburgh Pirates,J TAILLON,7,5,L,Texas Rangers,S MILLER,0,0,10.5,57.3,44.4
5/1/19,St Louis Cardinals,M MIKOLAS,5,1,L,Washington Nationals,M SCHERZER,26,12,7.5,43.9,57.8
5/2/19,San Diego Padres,M STRAHM,11,2,L,Atlanta Braves,M FOLTYNEWICZ,10,9,8.5,42.2,59.5
5/2/19,Boston Red Sox,D PRICE,4,6,W,Chicago White Sox,L GIOLITO,16,12,9,64.4,37.3
5/2/19,Tampa Bay Rays,C MORTON,3,1,L,Kansas City Royals,D DUFFY,28,12,8,61.0,40.7
5/2/19,Toronto Blue Jays,AA SANCHEZ,2,6,W,Los Angeles Angels,T SKAGGS,20,4,8.5,39.9,61.8
5/2/19,Colorado Rockies,J GRAY,11,6,L,Milwaukee Brewers,F PERALTA,18,1,8,48.4,53.3
5/2/19,Houston Astros,B PEACOCK,2,8,W,Minnesota Twins,J BERRIOS,10,11,8,48.0,53.7
5/2/19,Cincinnati Reds,T MAHLE,0,1,W,New York Mets,N SYNDERGAARD,19,14,7.5,38.5,63.2
